focal0	Venus0	treatment	plate	focal96	venus96	focal_f	venus_f	r_f	r_v	w_ma	r_anc	w_anc	stma	stanc	s	st	rel	rel_unscaled	line	line2	gen	anc	rep	type	genic	exonic	intronic	intergenic	utr5	utr3	fold0	fold4	fold2	fold3	CDS	nonsynonymous	nonsense	SNP	indel
NA	NA	25	L	54	13917	540	139170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1373L10	1373L10	629.8660652	1373	3	ma	161	95	67	14	7	27	33	20	8	0	61	36	3	155	20
2	14	25	K	76	6497	760	64970	0.061876784	0.087943996	-0.026067212	0.059457713	-0.028486282	-0.303886801	-0.332087883	-0.002419071	-0.028201083	1.028201083	1.002419071	1373L11	1373L11	750.5657704	1373	3	ma	145	103	42	13	4	41	37	9	10	2	58	40	5	132	26
4	7	25	I	757	23111	7570	231110	0.078600562	0.108382697	-0.029782135	0.064219458	-0.044163239	-0.321450904	-0.476672114	-0.014381104	-0.15522121	1.15522121	1.014381104	1373L13	1373L13	773.4792046	1373	3	ma	198	117	81	17	12	36	44	14	10	1	69	47	3	208	7
12	5	25	J	192	10113	1920	101130	0.052866394	0.103278377	-0.050411983	NA	NA	NA	NA	NA	NA	NA	NA	1373L14	1373L14	732.1518826	1373	3	ma	132	80	53	27	6	42	22	8	2	0	32	22	3	116	43
23	8	25	K	234	10446	2340	104460	0.048150125	0.098719979	-0.050569854	0.059457713	-0.039262265	-0.589534135	-0.45771233	0.011307589	0.131821805	0.868178195	0.988692411	1373L15	1373L15	198.0432606	1373	3	ma	5	2	3	2	0	2	0	0	0	0	0	0	0	2	5
7	6	25	I	276	12514	2760	125140	0.062261206	0.103598218	-0.041337012	0.064219458	-0.03937876	-0.446167469	-0.42503125	0.001958252	0.021136219	0.978863781	0.998041748	1373L2	1373L2	683.3994287	1373	3	ma	211	138	73	23	10	57	42	16	12	2	72	49	1	220	14
12	9	25	I	119	11562	1190	115620	0.047883354	0.098550413	-0.05066706	0.064219458	-0.034330955	-0.546870538	-0.370548204	0.016336104	0.176322334	0.823677666	0.983663896	1373L3	1373L3	677.8495255	1373	3	ma	123	75	48	17	5	22	34	1	13	1	49	41	3	129	11
129	1	25	I	1972	9141	19720	91410	0.052391419	0.118990731	-0.066599312	0.064219458	-0.054771273	-0.718833928	-0.591169011	0.011828039	0.127664918	0.872335082	0.988171961	1373L4	1373L4	689.0099188	1373	3	ma	72	47	25	7	2	25	14	2	4	0	20	17	2	71	8
NA	NA	25	I	261	13897	2610	138970	NA	NA	NA	0.064219458	NA	NA	NA	NA	NA	NA	NA	1373L5	1373L5	693.415255	1373	3	ma	158	98	60	13	6	39	34	12	7	0	53	35	2	155	16
8	6	25	L	265	14309	2650	143090	0.060446598	0.104994475	-0.044547877	NA	NA	NA	NA	NA	NA	NA	NA	1373L6	1373L6	748.9369019	1373	3	ma	154	87	67	15	6	36	28	9	8	0	45	31	1	152	17
3	8	25	I	NA	NA	NA	NA	NA	NA	NA	0.064219458	NA	NA	NA	NA	NA	NA	NA	1373L7	1373L7	766.3732615	1373	3	ma	119	82	39	18	4	33	28	11	7	0	46	27	4	114	23
8	6	25	J	503	10549	5030	105490	0.067122226	0.101818875	-0.034696648	NA	NA	NA	NA	NA	NA	NA	NA	1373L8	1373L8	724.7115706	1373	3	ma	159	108	52	10	5	30	49	15	9	0	73	53	2	154	15
17	5	25	I	3859	7406	38590	74060	0.080495157	0.10003326	-0.019538102	0.081198402	-0.018834858	-0.166786296	-0.160783078	0.000703244	0.006003218	0.993996782	0.999296756	1952anc	1952_1	0	1952	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	3	25	I	9873	1735	98730	17350	0.081901646	0.090236828	-0.008335183	0.081198402	-0.009038427	-0.071152981	-0.077156198	-0.000703244	-0.006003217	1.006003217	1.000703244	1952anc	1952_2	0	1952	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	7	25	J	69	5872	690	58720	0.037419298	0.094110682	-0.056691384	0.04481409	-0.049296592	-0.876855311	-0.762478797	0.007394792	0.114376514	0.885623486	0.992605208	1952anc	1952_3	0	1952	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	18	25	J	706	5284	7060	52840	0.052208883	0.083173458	-0.030964576	0.04481409	-0.038359368	-0.478934374	-0.593310887	-0.007394792	-0.114376512	1.114376512	1.007394792	1952anc	1952_4	0	1952	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	9	25	K	975	5580	9750	55800	0.061345684	0.090961506	-0.029615822	0.067585207	-0.023376299	-0.303736927	-0.239745001	0.006239523	0.063991927	0.936008073	0.993760477	1952anc	1952_5	0	1952	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	11	25	K	2752	2187	27520	21870	0.07382473	0.079114332	-0.005289602	0.067585207	-0.011529125	-0.05424963	-0.118241557	-0.006239523	-0.063991927	1.063991927	1.006239523	1952anc	1952_6	0	1952	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	7	25	L	739	13722	7390	137220	0.062119209	0.102952402	-0.040833194	0.062119209	-0.040833194	-0.45563061	-0.45563061	0	0	1	1	1952anc	1952_7	0	1952	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	5	25	L	8098	11642	80980	116420	0.096067875	0.104745018	-0.008677143	0.062119209	-0.042625809	-0.096822505	-0.475633222	-0.033948666	-0.378810717	1.378810717	1.033948666	1952L1	1952L1	1073.672953	1952	3	ma	25	14	11	3	2	6	4	2	0	0	6	3	2	23	5
69	6	25	J	1402	12486	14020	124860	0.055355559	0.103574885	-0.048219326	0.04481409	-0.058760794	-0.745816536	-0.908863227	-0.010541469	-0.163046691	1.163046691	1.010541469	1952L10	1952L10	1047.061965	1952	3	ma	15	7	8	4	1	3	2	0	1	0	3	2	0	15	4
36	4	25	L	1698	7279	16980	72790	0.064127839	0.102177495	-0.038049656	0.062119209	-0.040058286	-0.424570955	-0.446983931	-0.00200863	-0.022412975	1.022412975	1.00200863	1952L11	1952L11	1066.196226	1952	3	ma	23	11	12	4	2	4	4	0	1	0	5	4	1	20	7
17	5	25	J	257	3591	2570	35910	0.052275498	0.092493054	-0.040217556	0.04481409	-0.047678964	-0.622051793	-0.737458661	-0.007461408	-0.115406869	1.115406869	1.007461408	1952L12	1952L12	1043.740747	1952	3	ma	49	30	19	0	0	11	13	4	2	0	19	12	2	44	5
10	2	25	K	61	12767	610	127670	0.042821603	0.115250593	-0.07242899	0.067585207	-0.047665386	-0.742824536	-0.488851466	0.024763604	0.25397307	0.74602693	0.975236396	1952L13	1952L13	1002.450907	1952	3	ma	30	13	17	8	2	5	5	1	0	0	6	5	0	33	5
61	4	25	I	1344	4111	13440	41110	0.056199133	0.09622617	-0.040027037	0.081198402	-0.015027769	-0.341689337	-0.128283995	0.024999269	0.213405342	0.786594658	0.975000731	1952L14	1952L14	1084.652422	1952	3	ma	21	11	10	4	2	3	3	1	2	0	6	4	0	21	4
32	12	25	I	2667	6758	26670	67580	0.070057903	0.089960007	-0.019902104	0.081198402	-0.008761606	-0.169893583	-0.074793128	0.011140498	0.095100455	0.904899545	0.988859502	1952L15	1952L15	1049.141229	1952	3	ma	27	15	12	4	1	5	7	1	1	0	9	6	1	22	9
10	12	25	K	931	7581	9310	75810	0.071211034	0.091157071	-0.019946037	0.067585207	-0.023571864	-0.204564578	-0.241750699	-0.003625827	-0.037186121	1.037186121	1.003625827	1952L2	1952L2	1082.900304	1952	3	ma	41	17	24	4	1	8	6	1	1	0	8	5	1	36	9
6	3	25	I	3656	5026	36560	50260	0.090780735	0.101316172	-0.010535437	0.081198402	-0.020117771	-0.089935373	-0.171734612	-0.009582334	-0.081799239	1.081799239	1.009582334	1952L3	1952L3	1077.265533	1952	3	ma	34	25	9	1	2	6	11	3	3	0	17	13	1	31	4
NA	NA	25	L	114	11220	1140	112200	NA	NA	NA	0.062119209	NA	NA	NA	NA	NA	NA	NA	1952L4	1952L4	953.5124537	1952	3	ma	3	3	0	0	0	0	2	0	1	0	3	3	0	3	0
NA	NA	25	K	133	9309	1330	93090	NA	NA	NA	0.067585207	NA	NA	NA	NA	NA	NA	NA	1952L5	1952L5	702.9989955	1952	3	ma	19	16	3	2	0	1	8	4	2	1	15	9	0	20	1
30	8	25	L	774	18703	7740	187030	0.057843329	0.104787321	-0.046943992	0.062119209	-0.042668112	-0.523816965	-0.47610525	0.00427588	0.047711715	0.952288285	0.99572412	1952L6	1952L6	1063.92499	1952	3	ma	43	23	20	3	4	7	7	3	2	0	12	8	0	42	4
35	4	25	L	229	14542	2290	145420	0.043551657	0.109386323	-0.065834667	0.062119209	-0.047267115	-0.734605519	-0.527422481	0.018567552	0.207183038	0.792816962	0.981432448	1952L7	1952L7	1048.043857	1952	3	ma	34	21	13	2	0	4	7	6	4	0	17	6	0	29	7
NA	NA	25	K	120	14136	1200	141360	NA	NA	NA	0.067585207	NA	NA	NA	NA	NA	NA	NA	1952L8	1952L8	1000.174209	1952	3	ma	37	24	13	7	2	7	8	3	3	1	15	10	2	41	3
266	11	25	I	20056	705	200560	7050	0.069014296	0.067321746	0.00169255	0.069014296	0.00169255	0.016999177	0.016999177	0	0	1	1	2342anc	2342_1	0	2342	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	10	25	J	5766	1083	57660	10830	0.063812886	0.072786357	-0.008973471	0.06500212	-0.007784236	-0.095688199	-0.083006853	0.001189234	0.012681346	0.987318654	0.998810766	2342anc	2342_2	0	2342	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218	10	25	J	12535	828	125350	8280	0.066191355	0.06998972	-0.003798366	0.06500212	-0.0049876	-0.040503702	-0.053185048	-0.001189234	-0.012681345	1.012681345	1.001189234	2342anc	2342_3	0	2342	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	13	25	K	4535	672	45350	6720	0.058439351	0.06508223	-0.006642879	0.059714713	-0.005367517	-0.077108184	-0.062304236	0.001275362	0.014803948	0.985196052	0.998724638	2342anc	2342_4	0	2342	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
347	24	25	K	12110	692	121100	6920	0.060990075	0.059001221	0.001988854	0.059714713	0.000713492	0.023085905	0.008281957	-0.001275362	-0.014803948	1.014803948	1.001275362	2342anc	2342_5	0	2342	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	11	25	L	19131	887	191310	8870	0.078507059	0.069713904	0.008793154	0.078507059	0.008793154	0.077635696	0.077635696	0	0	1	1	2342anc	2342_6	0	2342	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147	8	25	J	5315	9733	53150	97330	0.061358758	0.097983552	-0.036624794	0.06500212	-0.032981432	-0.390546838	-0.35169601	0.003643362	0.038850828	0.961149172	0.996356638	2342L1	2342L1	1108.704281	2342	3	ma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
362	18	25	J	24797	2977	247970	29770	0.06801478	0.077196716	-0.009181936	0.06500212	-0.012194595	-0.097911161	-0.130036516	-0.003012659	-0.032125356	1.032125356	1.003012659	2342L10	2342L10	1130.380421	2342	3	ma	62	43	19	5	4	15	13	9	3	0	25	13	0	61	6
140	7	25	J	7904	1671	79040	16710	0.066000697	0.081019297	-0.0150186	0.06500212	-0.016017176	-0.16015016	-0.170798436	-0.000998577	-0.010648277	1.010648277	1.000998577	2342L11	2342L11	1108.913665	2342	3	ma	65	47	18	7	3	22	18	2	2	0	22	18	1	65	7
48	8	25	L	480	9733	4800	97330	0.047970523	0.097983552	-0.050013029	0.078507059	-0.019476494	-0.441570362	-0.171960036	0.030536536	0.269610326	0.730389674	0.969463464	2342L12	2342L12	825.6364913	2342	3	ma	38	34	4	1	4	5	12	6	7	0	25	14	1	37	2
20	4	25	I	6268	16014	62680	160140	0.083854848	0.110390722	-0.026535874	0.069014296	-0.041376426	-0.266513859	-0.415565395	-0.014840552	-0.149051536	1.149051536	1.014840552	2342L14	2342L14	1091.379213	2342	3	ma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14	5	25	K	147	7715	1470	77150	0.048478754	0.100459052	-0.051980298	0.059714713	-0.040744339	-0.603368841	-0.472945819	0.011235959	0.130423022	0.869576978	0.988764041	2342L15	2342L15	1121.580331	2342	3	ma	63	38	25	6	5	12	16	4	1	0	21	15	0	60	9
806	8	25	K	17285	2403	172850	24030	0.055917664	0.083412675	-0.027495011	0.059714713	-0.023697962	-0.319152328	-0.275077532	0.003797049	0.044074797	0.955925203	0.996202951	2342L3	2342L3	1048.069541	2342	3	ma	126	84	42	13	5	36	26	10	7	0	43	29	4	128	11
280	6	25	L	1896	18585	18960	185850	0.043909346	0.10771808	-0.063808735	0.078507059	-0.029211022	-0.563374115	-0.257907222	0.034597713	0.305466893	0.694533107	0.965402287	2342L4	2342L4	1093.286453	2342	3	ma	152	92	60	9	7	31	33	15	6	0	54	37	1	152	9
403	4	25	K	13630	328	136300	3280	0.060663303	0.069888587	-0.009225284	0.059714713	-0.010173874	-0.107083823	-0.11809472	-0.00094859	-0.011010897	1.011010897	1.00094859	2342L5	2342L5	1120.561999	2342	3	ma	93	56	37	13	12	17	15	4	8	0	27	16	1	98	8
386	12	25	I	43393	1107	433930	11070	0.073175012	0.071115494	0.002059518	0.069014296	-0.002101197	0.020684836	-0.02110344	-0.004160716	-0.041788276	1.041788276	1.004160716	2342L7	2342L7	1126.120418	2342	3	ma	60	40	20	5	5	15	13	4	3	0	20	15	1	63	2
137	11	25	J	2218	11837	22180	118370	0.052989222	0.096704951	-0.043715729	0.06500212	-0.031702831	-0.466160705	-0.338061707	0.012012898	0.128098998	0.871901002	0.987987102	2342L8	2342L8	562.3858322	2342	3	ma	14	8	6	0	1	3	1	1	2	0	4	3	0	10	4
333	9	25	L	13369	5147	133690	51470	0.062449338	0.090120102	-0.027670764	0.078507059	-0.011613044	-0.244308121	-0.1025328	0.01605772	0.141775322	0.858224678	0.98394228	2342L9	2342L9	959.3468012	2342	3	ma	46	32	14	1	4	11	10	4	2	1	17	11	2	41	6
1204	4	25	I	8806	802	88060	8020	0.044712178	0.079202077	-0.034489899	0.048051902	-0.031150174	-0.497515707	-0.449340282	0.003339725	0.048175425	0.951824575	0.996660275	2344anc	2344_1	0	2344	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
820	14	25	I	11388	807	113880	8070	0.051391627	0.066217202	-0.014825575	0.048051902	-0.0181653	-0.213858457	-0.262033881	-0.003339725	-0.048175424	1.048175424	1.003339725	2344anc	2344_2	0	2344	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
712	4	25	J	9961	2718	99610	27180	0.051468124	0.091916066	-0.040447942	0.051468124	-0.040447942	-0.544732824	-0.544732824	0	0	1	1	2344anc	2344_3	0	2344	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
789	18	25	K	13810	2494	138100	24940	0.05380174	0.075352672	-0.021550932	0.05380174	-0.021550932	-0.277648411	-0.277648411	0	0	1	1	2344anc	2344_4	0	2344	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
553	7	25	L	10794	4722	107940	47220	0.054937217	0.091840236	-0.03690302	0.054809424	-0.037030812	-0.466693901	-0.46831003	-0.000127793	-0.001616129	1.001616129	1.000127793	2344anc	2344_5	0	2344	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	8	25	L	7885	1752	78850	17520	0.054681631	0.080121425	-0.025439794	0.054809424	-0.025312001	-0.321724259	-0.320108131	0.000127793	0.001616129	0.998383871	0.999872207	2344anc	2344_6	0	2344	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	4	25	L	5656	12613	56560	126130	0.065026843	0.107903896	-0.042877053	0.054809424	-0.053094472	-0.542244496	-0.671459049	-0.010217419	-0.129214553	1.129214553	1.010217419	2344L1	2344L1	912.356113	2344	3	ma	367	233	134	29	20	54	97	27	34	1	159	98	11	345	51
446	10	25	J	2573	8395	25730	83950	0.042240562	0.094118662	-0.0518781	0.051468124	-0.042650538	-0.698668533	-0.574396299	0.009227562	0.124272234	0.875727766	0.990772438	2344L10	2344L10	917.129696	2344	3	ma	54	30	24	5	2	5	14	5	4	0	23	14	1	51	8
427	14	25	K	1748	6467	17480	64670	0.038666965	0.087895785	-0.04922882	0.05380174	-0.034094045	-0.63423261	-0.439245858	0.015134775	0.194986752	0.805013248	0.984865225	2344L12	2344L12	950.0552184	2344	3	ma	67	40	27	7	1	7	19	10	3	0	32	19	0	65	9
50	3	25	J	7098	6869	70980	68690	0.075605525	0.104570277	-0.028964752	0.051468124	-0.053102153	-0.390082921	-0.715153469	-0.024137401	-0.325070548	1.325070548	1.024137401	2344L13	2344L13	961.4186064	2344	3	ma	45	36	9	4	3	12	11	6	4	0	21	13	0	39	10
45	17	25	J	2068	11178	20680	111780	0.063856873	0.091573694	-0.02771682	0.051468124	-0.040105569	-0.373276394	-0.540121923	-0.012388749	-0.166845529	1.166845529	1.012388749	2344L14	2344L14	931.447801	2344	3	ma	42	30	12	4	4	10	13	2	1	0	16	9	0	35	11
5	3	25	I	1887	6187	18870	61870	0.085790528	0.103481025	-0.017690497	0.048051902	-0.055429123	-0.255184857	-0.79956335	-0.037738626	-0.544378493	1.544378493	1.037738626	2344L15	2344L15	946.6643063	2344	3	ma	49	31	18	4	1	13	9	6	1	1	17	7	3	40	13
429	11	25	I	17459	2612	174590	26120	0.062591028	0.08096418	-0.018373152	0.048051902	-0.032912278	-0.265032138	-0.474758573	-0.014539126	-0.209726435	1.209726435	1.014539126	2344L2	2344L2	923.1078072	2344	3	ma	71	47	24	9	3	15	15	8	6	0	29	15	2	68	12
76	8	25	K	6321	5603	63210	56030	0.070036296	0.09223126	-0.022194964	0.05380174	-0.038429521	-0.285945711	-0.495101347	-0.016234557	-0.209155637	1.209155637	1.016234557	2344L3	2344L3	1000.469526	2344	3	ma	58	36	22	5	2	12	13	5	4	0	22	12	0	52	11
108	5	25	J	702	15371	7020	153710	0.043483201	0.107639428	-0.064156227	0.051468124	-0.056171304	-0.86402426	-0.756487268	0.007984924	0.107536992	0.892463008	0.992015076	2344L4	2344L4	808.9505794	2344	3	ma	23	18	5	1	1	3	7	3	3	1	14	9	0	22	2
1	6	25	J	10532	6954	105320	69540	0.120466236	0.097478104	0.022988132	0.051468124	-0.046009979	0.309592766	-0.619639588	-0.068998111	-0.929232354	1.929232354	1.068998111	2344L6	2344L6	970.6307256	2344	3	ma	31	20	11	7	0	7	5	6	2	0	13	7	0	27	11
70	11	25	L	1875	16005	18750	160050	0.058233894	0.099847357	-0.041613463	0.054809424	-0.045037933	-0.526264513	-0.569572055	-0.00342447	-0.043307542	1.043307542	1.00342447	2344L7	2344L7	990.9451516	2344	3	ma	35	25	10	10	2	3	15	4	1	0	20	13	1	37	8
450	15	25	I	51258	3774	512580	37740	0.07331213	0.081566934	-0.008254803	0.048051902	-0.033515031	-0.119075279	-0.483453269	-0.025260228	-0.36437799	1.36437799	1.025260228	2344L8	2344L8	1009.966123	2344	3	ma	65	37	28	10	1	8	19	5	3	1	28	18	2	66	9
NA	NA	25	K	83	16884	830	168840	NA	NA	NA	0.05380174	NA	NA	NA	NA	NA	NA	NA	2344L9	2344L9	901.0619061	2344	3	ma	24	16	8	3	1	5	6	2	1	1	10	6	1	19	8
138	10	25	I	26564	4164	265640	41640	0.078777538	0.086814911	-0.008037373	0.078777538	-0.008037373	-0.070719176	-0.070719176	0	0	1	1	2931anc	2931_1	0	2931	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	11	25	J	24143	5529	241430	55290	0.072236972	0.088775542	-0.01653857	0.075952058	-0.012823484	-0.150932885	-0.117028587	0.003715086	0.033904298	0.966095702	0.996284914	2931anc	2931_2	0	2931	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	6	25	J	40044	1981	400440	19810	0.079667144	0.084397736	-0.004730593	0.075952058	-0.008445678	-0.043171929	-0.077076227	-0.003715086	-0.033904298	1.033904298	1.003715086	2931anc	2931_3	0	2931	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	9	25	K	9176	3454	91760	34540	0.063183746	0.085965091	-0.022781346	0.063183746	-0.022781346	-0.249919111	-0.249919111	0	0	1	1	2931anc	2931_4	0	2931	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	7	25	L	16719	3916	167190	39160	0.073155624	0.089890635	-0.016735011	0.07687877	-0.013011865	-0.150884644	-0.117316358	0.003723147	0.033568286	0.966431714	0.996276853	2931anc	2931_5	0	2931	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	9	25	L	29814	5873	298140	58730	0.080601917	0.091494598	-0.010892681	0.07687877	-0.014615827	-0.098209571	-0.131777857	-0.003723147	-0.033568285	1.033568285	1.003723147	2931anc	2931_6	0	2931	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	6	25	J	3347	13941	33470	139410	0.054146343	0.104723073	-0.05057673	0.075952058	-0.028771015	-0.46156903	-0.262567581	0.021805715	0.199001449	0.800998551	0.978194285	2931L1	2931L1	1050.109001	2931	3	ma	82	49	33	7	7	12	19	10	1	0	30	20	3	77	12
63	7	25	L	2644	8103	26440	81030	0.062911443	0.097465256	-0.034553813	0.07687877	-0.020586486	-0.311540856	-0.18560995	0.013967327	0.125930906	0.874069094	0.986032673	2931L11	2931L11	1021.13559	2931	3	ma	77	45	32	8	3	11	26	2	2	1	31	24	4	74	11
61	10	25	K	3162	9683	31620	96830	0.065111159	0.09560549	-0.030494331	0.063183746	-0.032421744	-0.334533186	-0.355677563	-0.001927413	-0.021144377	1.021144377	1.001927413	2931L13	2931L13	1041.362593	2931	3	ma	88	63	25	9	4	19	30	6	3	1	40	28	3	83	14
70	7	25	K	2012	12087	20120	120870	0.058968483	0.101630841	-0.042662358	0.063183746	-0.038447095	-0.468020574	-0.42177771	0.004215263	0.046242864	0.953757136	0.995784737	2931L14	2931L14	1016.111493	2931	3	ma	67	48	19	12	11	15	13	6	2	1	22	9	3	56	23
45	9	25	L	17763	5142	177630	51420	0.086258287	0.090109978	-0.003851691	0.07687877	-0.013231208	-0.034727261	-0.119293981	-0.009379517	-0.08456672	1.08456672	1.009379517	2931L15	2931L15	1052.540951	2931	3	ma	128	81	47	13	11	22	28	9	10	1	48	23	6	72	69
26	6	25	K	942	11784	9420	117840	0.061380144	0.102972121	-0.041591977	0.063183746	-0.039788375	-0.456278129	-0.436492006	0.001803602	0.019786123	0.980213877	0.998196398	2931L2	2931L2	1056.765369	2931	3	ma	115	71	44	8	12	25	24	6	4	1	35	15	4	82	41
98	11	25	L	12845	3392	128450	33920	0.074774245	0.083686092	-0.008911847	0.07687877	-0.006807322	-0.08035016	-0.061375537	0.002104525	0.018974623	0.981025377	0.997895475	2931L3	2931L3	1000.399127	2931	3	ma	46	31	15	6	4	6	10	9	2	0	21	8	5	39	13
34	6	25	L	2113	10716	21130	107160	0.067000923	0.101982488	-0.034981565	0.07687877	-0.025103718	-0.315397519	-0.226337794	0.009877847	0.089059724	0.910940276	0.990122153	2931L4	2931L4	1011.411706	2931	3	ma	96	58	38	4	6	13	30	1	8	0	39	30	3	81	19
160	14	25	L	2913	17822	29130	178220	0.05421198	0.098455382	-0.044243403	0.07687877	-0.021576612	-0.398903231	-0.194537032	0.022666791	0.204366199	0.795633801	0.977333209	2931L5	2931L5	993.8603657	2931	3	ma	310	205	106	25	15	60	75	32	22	1	130	72	12	265	70
280	12	25	J	22241	7363	222410	73630	0.069557169	0.090853137	-0.021295969	0.075952058	-0.014901079	-0.194349448	-0.135988956	0.006394889	0.058360491	0.941639509	0.993605111	2931L6	2931L6	1083.095655	2931	3	ma	78	47	31	6	0	15	23	6	3	0	32	20	2	62	22
371	10	25	I	30033	3858	300330	38580	0.069754532	0.086019835	-0.016265303	0.078777538	-0.007242298	-0.143115022	-0.063723473	0.009023005	0.079391548	0.920608452	0.990976995	2931L7	2931L7	1067.34507	2931	3	ma	66	49	17	6	5	12	18	7	7	0	32	21	1	63	9
110	9	25	I	5418	3221	54180	32210	0.064579029	0.08523758	-0.020658551	0.078777538	-0.006460042	-0.181770299	-0.05684057	0.014198509	0.124929729	0.875070271	0.985801491	2931L9	2931L9	1079.236285	2931	3	ma	98	58	41	15	4	21	23	7	3	0	33	23	2	98	15
229	14	25	I	5742	12540	57420	125400	0.057546104	0.094793819	-0.037247715	0.062898684	-0.031895134	-0.410471997	-0.351486243	0.005352581	0.058985753	0.941014247	0.994647419	2937anc	2937_1	0	2937	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288	8	25	I	20181	11651	201810	116510	0.068251265	0.099857196	-0.031605931	0.062898684	-0.036958512	-0.348299209	-0.407284963	-0.005352581	-0.058985753	1.058985753	1.005352581	2937anc	2937_2	0	2937	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	7	25	J	13031	8675	130310	86750	0.067757	0.098175787	-0.030418788	0.067757	-0.030418788	-0.311181088	-0.311181088	0	0	1	1	2937anc	2937_3	0	2937	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3050	19	25	K	11504	1591	115040	15910	0.037813941	0.070106918	-0.032292977	0.043121076	-0.026985842	-0.519091549	-0.433782314	0.005307136	0.085309235	0.914690765	0.994692864	2937anc	2937_4	0	2937	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1033	6	25	K	10794	2123	107940	21230	0.048428212	0.085118866	-0.036690654	0.043121076	-0.041997789	-0.589781737	-0.675090972	-0.005307136	-0.085309235	1.085309235	1.005307136	2937anc	2937_5	0	2937	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1159	10	25	L	30253	8032	302530	80320	0.057964822	0.093658217	-0.035693395	0.057964822	-0.035693395	-0.426823988	-0.426823988	0	0	1	1	2937anc	2937_6	0	2937	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1210	16	25	L	NA	NA	NA	NA	NA	NA	NA	0.057964822	NA	NA	NA	NA	NA	NA	NA	2937anc	2937_7	0	2937	3	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198	14	25	K	10398	5449	103980	54490	0.065246738	0.086111616	-0.020864878	0.043121076	-0.04299054	-0.33539125	-0.691048883	-0.022125662	-0.355657633	1.355657633	1.022125662	2937L1	2937L1	925.2416677	2937	3	ma	55	35	20	8	3	9	16	4	3	0	23	13	3	49	14
284	5	25	I	11618	6430	116180	64300	0.062645018	0.098561219	-0.0359162	0.062898684	-0.035662534	-0.395798629	-0.393003214	0.000253666	0.002795415	0.997204585	0.999746334	2937L10	2937L10	949.0897893	2937	3	ma	46	24	22	5	0	9	10	2	3	0	15	9	3	34	17
653	12	25	K	27051	2409	270510	24090	0.062775909	0.079215057	-0.016439148	0.043121076	-0.036093981	-0.264250112	-0.580190548	-0.019654832	-0.315940435	1.315940435	1.019654832	2937L11	2937L11	955.8661526	2937	3	ma	20	14	6	3	1	5	4	4	0	0	8	4	1	21	2
1072	10	25	K	35842	1715	358420	17150	0.060543536	0.07757467	-0.017031135	0.043121076	-0.034453594	-0.273765966	-0.553822255	-0.017422459	-0.28005629	1.28005629	1.017422459	2937L12	2937L12	980.5629424	2937	3	ma	34	19	15	6	2	5	7	3	2	0	12	7	0	31	9
181	7	25	J	15433	6843	154330	68430	0.070295327	0.095704755	-0.025409428	0.067757	-0.027947755	-0.259935847	-0.28590268	-0.002538328	-0.025966833	1.025966833	1.002538328	2937L13	2937L13	965.3100589	2937	3	ma	41	21	20	10	1	5	10	0	5	0	15	9	2	42	9
