version	doi	court_source	court_target	year_target	nr_citations
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1998"	19.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1999"	89.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2000"	124.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2001"	244.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2002"	186.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2003"	179.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2004"	160.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2005"	153.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2006"	113.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2007"	128.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2008"	98.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2009"	81.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2010"	76.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2011"	110.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2012"	254.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2013"	161.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2014"	179.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2015"	218.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2016"	234.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2017"	188.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2018"	176.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1993"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1996"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1998"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1999"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2000"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2001"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2002"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2003"	17.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2004"	31.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2005"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2006"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2007"	30.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2008"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2009"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2010"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2011"	32.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2012"	16.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2013"	25.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2014"	25.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2015"	39.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2016"	74.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2017"	28.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2018"	50.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ESP"	"2002"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ESP"	"2004"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ESP"	"2008"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ESP"	"2010"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ESP"	"2014"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ESP"	"2016"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ESP"	"1988"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ESP"	"1995"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ESP"	"1997"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ESP"	"2000"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ESP"	"2009"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ESP"	"2014"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ESP"	"2015"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ESP"	"2017"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"FRA"	"2004"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"FRA"	"2000"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"FRA"	"2004"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"FRA"	"2005"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"FRA"	"2008"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"FRA"	"2009"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"FRA"	"2013"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"FRA"	"2015"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"FRA"	"2018"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"HRV"	"2014"	40.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"HRV"	"2016"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"HRV"	"2017"	41.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"HRV"	"2018"	22.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2000"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2001"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2002"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2003"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2004"	48.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2005"	48.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2006"	70.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2007"	92.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2008"	38.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2009"	81.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2010"	64.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2011"	103.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2012"	117.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2013"	121.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2014"	244.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2015"	298.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2016"	305.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2017"	355.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"HRV"	"2018"	353.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"HRV"	"2011"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"HRV"	"2014"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"HRV"	"2016"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"HRV"	"2017"	13.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"HRV"	"2018"	24.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"HRV"	"2018"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"BLG"	"HUN"	"2008"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"HUN"	"2008"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"HUN"	"2010"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"HUN"	"2016"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"HUN"	"2005"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"HUN"	"2016"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"HUN"	"2006"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"HUN"	"2008"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"HUN"	"2010"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"HUN"	"2016"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"1991"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"1997"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"1998"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"2000"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"2001"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"2004"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"2005"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"2006"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"2008"	13.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"2009"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"2010"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"2011"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"2013"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"2014"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"2015"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"2016"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"2017"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"HUN"	"2018"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"HUN"	"2006"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"HUN"	"2007"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"HUN"	"2009"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"HUN"	"2010"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"HUN"	"2013"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"HUN"	"2016"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"HUN"	"2008"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"HUN"	"2015"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"HUN"	"2016"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"HUN"	"2007"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"HUN"	"2008"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"HUN"	"2010"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1974"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1979"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1980"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1982"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1984"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1986"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1987"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1988"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1989"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1990"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1991"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1993"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1994"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1995"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1996"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"1998"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2001"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2002"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2004"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2005"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2006"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2007"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2008"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2009"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2010"	33.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2011"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2012"	19.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2013"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2014"	24.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2015"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2016"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2017"	16.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ITA"	"2018"	45.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"1985"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"1986"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"1998"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"1999"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"2000"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"2004"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"2006"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"2007"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"2008"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"2009"	18.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"2010"	34.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"2011"	68.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"2012"	48.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"2013"	59.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"2014"	70.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"2015"	77.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"2016"	129.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"2017"	100.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ITA"	"2018"	89.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ITA"	"2014"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ITA"	"2017"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ITA"	"2018"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ITA"	"1985"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ITA"	"1992"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ITA"	"1995"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ITA"	"2013"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ITA"	"2014"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ITA"	"2015"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ITA"	"2017"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"EUGH"	"ITA"	"2007"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ITA"	"2004"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"		"ITA"	"2013"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"		"ITA"	"2014"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"LUX"	"2017"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"MLT"	"2017"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"1991"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2001"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2002"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2003"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2004"	13.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2005"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2006"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2007"	13.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2008"	42.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2009"	24.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2010"	24.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2011"	68.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2012"	66.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2013"	132.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2014"	122.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2015"	87.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2016"	160.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2017"	161.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"MLT"	"2018"	213.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"MLT"	"2001"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"MLT"	"2016"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"MLT"	"2017"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"PRT"	"1984"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"PRT"	"1991"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"PRT"	"1998"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"PRT"	"2005"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1985"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1990"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1991"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1992"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1993"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1994"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1995"	61.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1996"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1997"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1998"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"1999"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2001"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2002"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2003"	28.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2004"	19.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2005"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2006"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2007"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2008"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2009"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2010"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2012"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2013"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2014"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2015"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2016"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2017"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"PRT"	"2018"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1984"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1986"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"PRT"	"1987"	1.0
